participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_013507,retrieval_practice,remote,undergraduate,high,early,west,1
p_013508,retrieval_practice,remote,undergraduate,low,early,west,0
p_013509,rereading,lab,undergraduate,high,late,east,0
p_013510,rereading,remote,undergraduate,high,early,west,1
p_013511,retrieval_practice,remote,undergraduate,low,late,east,0
p_013512,retrieval_practice,lab,community,high,late,west,1
p_013513,retrieval_practice,remote,undergraduate,low,early,east,0
p_013514,retrieval_practice,remote,undergraduate,high,early,east,1
p_013515,retrieval_practice,lab,undergraduate,high,late,west,0
p_013516,rereading,lab,community,high,late,west,0
p_013517,retrieval_practice,lab,undergraduate,high,early,east,1
p_013518,retrieval_practice,lab,community,high,early,west,1
p_013519,rereading,lab,undergraduate,high,early,east,0
p_013520,retrieval_practice,lab,undergraduate,low,late,west,0
p_013521,rereading,lab,undergraduate,high,late,east,1
p_013522,retrieval_practice,lab,undergraduate,high,early,east,1
p_013523,rereading,remote,undergraduate,low,late,west,1
p_013524,retrieval_practice,remote,undergraduate,high,early,west,1
p_013525,rereading,remote,community,low,late,west,0
p_013526,retrieval_practice,lab,community,high,early,east,1
p_013527,rereading,remote,community,high,late,east,1
p_013528,retrieval_practice,remote,community,high,late,east,1
p_013529,rereading,lab,undergraduate,low,early,west,1
p_013530,retrieval_practice,lab,community,high,late,west,1
p_013531,retrieval_practice,remote,undergraduate,high,late,west,0
p_013532,retrieval_practice,remote,undergraduate,low,early,east,1
p_013533,retrieval_practice,lab,community,low,early,west,0
p_013534,retrieval_practice,remote,undergraduate,low,late,east,1
p_013535,rereading,remote,undergraduate,low,late,east,0
p_013536,retrieval_practice,lab,undergraduate,low,late,east,1
p_013537,rereading,lab,undergraduate,low,early,west,0
p_013538,rereading,lab,undergraduate,low,early,east,0
p_013539,retrieval_practice,lab,community,low,late,west,0
p_013540,rereading,lab,community,high,late,east,0
p_013541,rereading,lab,undergraduate,high,early,west,1
p_013542,retrieval_practice,lab,community,low,late,west,0
p_013543,retrieval_practice,lab,community,high,late,east,1
p_013544,retrieval_practice,lab,community,low,early,west,1
p_013545,rereading,lab,undergraduate,low,late,west,0
p_013546,retrieval_practice,remote,undergraduate,high,early,west,0
p_013547,retrieval_practice,remote,community,high,late,east,1
p_013548,rereading,remote,community,high,early,east,1
p_013549,retrieval_practice,lab,undergraduate,high,early,east,0
p_013550,retrieval_practice,remote,undergraduate,low,early,west,1
p_013551,retrieval_practice,lab,undergraduate,high,early,west,0
p_013552,rereading,remote,community,high,early,west,1
p_013553,rereading,lab,undergraduate,high,late,east,0
p_013554,rereading,lab,community,low,early,west,0
p_013555,retrieval_practice,lab,community,high,early,east,0
p_013556,rereading,remote,undergraduate,low,early,east,1
p_013557,retrieval_practice,lab,undergraduate,high,late,east,0
p_013558,retrieval_practice,remote,undergraduate,low,early,east,1
p_013559,rereading,lab,undergraduate,low,late,east,0
p_013560,retrieval_practice,lab,undergraduate,low,early,east,1
p_013561,retrieval_practice,lab,community,high,late,west,0
p_013562,retrieval_practice,lab,community,high,late,east,1
p_013563,rereading,lab,community,low,early,west,1
p_013564,retrieval_practice,remote,community,low,early,east,1
p_013565,retrieval_practice,lab,undergraduate,low,early,west,1
p_013566,rereading,remote,undergraduate,low,late,west,0
p_013567,retrieval_practice,remote,undergraduate,low,late,west,0
p_013568,retrieval_practice,remote,community,high,early,west,1
p_013569,rereading,lab,community,high,early,east,1
p_013570,rereading,lab,undergraduate,high,late,east,1
p_013571,retrieval_practice,remote,undergraduate,low,early,west,1
p_013572,rereading,lab,undergraduate,low,late,west,1
p_013573,retrieval_practice,remote,community,high,late,west,1
p_013574,retrieval_practice,lab,undergraduate,low,early,west,0
p_013575,rereading,lab,undergraduate,low,early,east,0
p_013576,retrieval_practice,lab,community,low,early,east,0
p_013577,retrieval_practice,remote,community,low,early,east,1
p_013578,rereading,lab,undergraduate,low,early,east,1
p_013579,rereading,lab,community,high,early,west,1
p_013580,rereading,remote,undergraduate,high,early,east,1
p_013581,retrieval_practice,remote,undergraduate,high,late,west,1
p_013582,retrieval_practice,remote,undergraduate,high,early,west,1
p_013583,rereading,remote,undergraduate,high,late,east,1
p_013584,retrieval_practice,lab,undergraduate,high,late,west,1
p_013585,retrieval_practice,lab,undergraduate,low,early,east,0
p_013586,retrieval_practice,lab,undergraduate,high,late,west,1
p_013587,retrieval_practice,lab,community,low,late,east,1
p_013588,retrieval_practice,remote,community,low,late,west,1
p_013589,rereading,lab,community,low,late,west,0
p_013590,retrieval_practice,lab,community,low,early,east,1
p_013591,retrieval_practice,lab,community,low,early,west,1
p_013592,rereading,lab,community,high,late,west,0
p_013593,retrieval_practice,lab,community,low,late,east,0
p_013594,retrieval_practice,remote,community,low,late,east,0
p_013595,rereading,lab,undergraduate,low,early,west,0
p_013596,rereading,remote,undergraduate,low,late,east,1
p_013597,rereading,lab,undergraduate,low,late,west,0
p_013598,retrieval_practice,remote,undergraduate,high,late,west,1
p_013599,rereading,remote,undergraduate,low,late,west,0
p_013600,retrieval_practice,remote,undergraduate,low,late,west,0
p_013601,rereading,remote,undergraduate,high,late,east,0
p_013602,rereading,lab,undergraduate,low,early,west,1
p_013603,rereading,lab,undergraduate,high,late,east,1
p_013604,retrieval_practice,remote,undergraduate,low,late,east,1
p_013605,rereading,remote,undergraduate,low,late,east,0
p_013606,rereading,remote,undergraduate,low,late,west,0
p_013607,rereading,lab,community,low,early,west,0
p_013608,rereading,lab,community,high,late,west,0
p_013609,retrieval_practice,lab,community,high,late,east,1
p_013610,retrieval_practice,remote,undergraduate,high,late,east,0
p_013611,rereading,remote,undergraduate,high,late,west,0
p_013612,retrieval_practice,lab,community,low,late,east,1
p_013613,rereading,remote,community,low,late,west,1
p_013614,retrieval_practice,remote,undergraduate,low,late,west,1
p_013615,rereading,remote,undergraduate,high,early,west,0
p_013616,retrieval_practice,lab,undergraduate,low,late,west,0
p_013617,rereading,remote,undergraduate,low,early,west,1
p_013618,rereading,remote,community,high,late,west,1
p_013619,retrieval_practice,lab,undergraduate,low,late,east,1
p_013620,retrieval_practice,remote,undergraduate,low,early,east,1
p_013621,rereading,lab,undergraduate,high,late,west,0
p_013622,rereading,lab,undergraduate,high,early,west,1
p_013623,retrieval_practice,lab,undergraduate,high,late,west,0
p_013624,rereading,lab,undergraduate,high,early,east,0
p_013625,retrieval_practice,lab,undergraduate,high,early,west,1
p_013626,rereading,remote,undergraduate,low,late,west,1
p_013627,retrieval_practice,lab,undergraduate,low,late,west,1
p_013628,rereading,lab,undergraduate,high,late,west,1
p_013629,retrieval_practice,lab,undergraduate,high,late,east,1
p_013630,rereading,lab,undergraduate,low,early,west,1
p_013631,retrieval_practice,remote,undergraduate,high,late,east,1
p_013632,rereading,remote,undergraduate,high,late,west,0
p_013633,rereading,lab,undergraduate,high,early,east,1
p_013634,rereading,lab,undergraduate,low,late,east,0
p_013635,retrieval_practice,lab,undergraduate,high,late,west,0
p_013636,rereading,remote,undergraduate,high,early,west,1
p_013637,rereading,lab,undergraduate,high,late,east,0
p_013638,retrieval_practice,remote,community,high,late,east,0
p_013639,rereading,lab,community,low,late,east,0
p_013640,retrieval_practice,remote,undergraduate,low,early,east,0
p_013641,rereading,remote,undergraduate,high,late,west,1
p_013642,retrieval_practice,remote,undergraduate,high,late,west,1
p_013643,retrieval_practice,lab,undergraduate,low,late,east,0
p_013644,retrieval_practice,lab,community,high,early,west,1
p_013645,rereading,lab,undergraduate,low,early,east,1
p_013646,retrieval_practice,lab,community,low,late,west,1
p_013647,rereading,lab,undergraduate,low,late,west,0
p_013648,rereading,remote,community,high,late,east,1
p_013649,rereading,lab,community,high,early,west,1
p_013650,rereading,remote,undergraduate,low,early,east,1
p_013651,retrieval_practice,remote,undergraduate,high,early,west,1
p_013652,retrieval_practice,lab,community,high,late,east,1
p_013653,rereading,lab,undergraduate,high,early,west,0
p_013654,rereading,lab,undergraduate,low,late,east,1
p_013655,retrieval_practice,remote,community,high,late,west,1
p_013656,rereading,lab,community,high,early,west,1
p_013657,rereading,lab,undergraduate,high,early,west,1
p_013658,rereading,remote,community,low,early,west,1
p_013659,rereading,remote,community,high,late,east,1
p_013660,retrieval_practice,lab,undergraduate,high,late,west,0
p_013661,rereading,lab,undergraduate,high,late,west,1
p_013662,retrieval_practice,lab,undergraduate,high,early,west,0
p_013663,rereading,remote,undergraduate,high,late,west,1
p_013664,rereading,remote,community,low,late,east,0
p_013665,retrieval_practice,lab,undergraduate,high,early,west,0
p_013666,rereading,lab,undergraduate,high,late,west,0
p_013667,retrieval_practice,remote,undergraduate,high,late,east,1
p_013668,retrieval_practice,lab,community,high,late,west,1
p_013669,rereading,remote,undergraduate,high,late,east,0
p_013670,rereading,lab,undergraduate,low,late,east,1
p_013671,rereading,lab,undergraduate,low,late,west,1
p_013672,rereading,remote,undergraduate,low,late,west,0
p_013673,retrieval_practice,remote,undergraduate,low,late,west,1
p_013674,retrieval_practice,remote,community,high,early,west,1
p_013675,retrieval_practice,lab,community,high,late,west,0
p_013676,retrieval_practice,remote,community,high,late,west,0
p_013677,rereading,remote,undergraduate,high,early,east,1
p_013678,retrieval_practice,remote,community,high,late,east,0
p_013679,retrieval_practice,remote,undergraduate,low,early,east,1
p_013680,rereading,remote,undergraduate,high,late,west,1
p_013681,retrieval_practice,lab,community,high,early,west,1
p_013682,rereading,remote,undergraduate,high,early,west,1
p_013683,rereading,remote,community,high,early,west,1
p_013684,retrieval_practice,lab,undergraduate,low,late,east,0
p_013685,retrieval_practice,lab,community,low,early,east,1
p_013686,rereading,remote,undergraduate,low,early,west,1
p_013687,rereading,remote,undergraduate,low,early,east,1
p_013688,rereading,remote,community,high,late,west,0
p_013689,retrieval_practice,remote,community,high,late,west,0
p_013690,retrieval_practice,lab,undergraduate,low,early,west,0
p_013691,rereading,lab,undergraduate,high,late,west,0
p_013692,retrieval_practice,lab,undergraduate,low,early,west,1
p_013693,rereading,lab,community,low,early,east,0
p_013694,rereading,remote,undergraduate,low,early,west,1
p_013695,rereading,remote,undergraduate,high,late,east,1
p_013696,rereading,remote,community,high,early,west,0
p_013697,retrieval_practice,lab,undergraduate,high,early,west,0
p_013698,retrieval_practice,lab,undergraduate,high,late,west,0
p_013699,rereading,lab,undergraduate,high,late,west,1
p_013700,rereading,lab,community,low,early,east,1
p_013701,rereading,remote,community,high,late,west,0
p_013702,retrieval_practice,lab,community,low,early,west,0
p_013703,retrieval_practice,remote,undergraduate,high,late,east,1
p_013704,rereading,lab,undergraduate,low,late,west,1
p_013705,rereading,lab,undergraduate,high,late,east,0
p_013706,rereading,lab,undergraduate,high,early,west,1
p_013707,rereading,remote,undergraduate,low,late,west,0
p_013708,retrieval_practice,remote,community,low,early,east,0
p_013709,retrieval_practice,remote,undergraduate,low,late,east,1
p_013710,retrieval_practice,remote,undergraduate,low,late,east,1
p_013711,retrieval_practice,lab,undergraduate,high,late,east,0
p_013712,retrieval_practice,lab,undergraduate,low,early,east,1
p_013713,retrieval_practice,lab,community,high,early,east,1
p_013714,retrieval_practice,lab,community,low,late,west,0
p_013715,retrieval_practice,lab,community,low,late,east,1
p_013716,retrieval_practice,lab,undergraduate,high,late,west,0
p_013717,rereading,remote,community,high,early,west,1
p_013718,retrieval_practice,remote,community,high,early,west,1
p_013719,retrieval_practice,remote,undergraduate,high,late,west,1
p_013720,retrieval_practice,remote,undergraduate,low,late,east,0
p_013721,rereading,lab,community,low,late,west,0
p_013722,retrieval_practice,lab,undergraduate,high,early,east,1
p_013723,rereading,lab,community,high,late,west,0
p_013724,rereading,lab,undergraduate,low,early,east,1
p_013725,rereading,lab,undergraduate,high,early,west,1
p_013726,rereading,remote,undergraduate,high,late,west,0
p_013727,rereading,lab,undergraduate,low,late,west,0
p_013728,rereading,remote,undergraduate,low,late,east,0
p_013729,retrieval_practice,remote,undergraduate,high,early,east,0
p_013730,retrieval_practice,lab,community,low,early,east,1
p_013731,retrieval_practice,remote,undergraduate,low,early,east,0
p_013732,retrieval_practice,remote,undergraduate,high,early,east,1
p_013733,rereading,lab,undergraduate,high,early,west,0
p_013734,rereading,lab,community,low,late,east,1
p_013735,rereading,lab,community,low,early,west,0
p_013736,rereading,lab,undergraduate,low,early,west,0
p_013737,retrieval_practice,lab,community,high,early,east,0
p_013738,rereading,remote,community,low,early,east,1
p_013739,rereading,lab,undergraduate,low,late,west,0
p_013740,rereading,lab,undergraduate,low,early,west,1
p_013741,rereading,lab,community,high,late,west,1
p_013742,rereading,remote,undergraduate,low,late,east,1
p_013743,retrieval_practice,remote,community,high,late,east,1
p_013744,rereading,remote,undergraduate,high,early,west,1
p_013745,rereading,lab,community,low,late,west,0
p_013746,rereading,lab,community,high,late,west,1
p_013747,retrieval_practice,lab,undergraduate,low,early,east,0
p_013748,retrieval_practice,lab,community,high,early,west,1
p_013749,rereading,lab,undergraduate,low,late,east,1
p_013750,rereading,lab,undergraduate,low,late,east,0
p_013751,rereading,lab,community,high,late,east,1
p_013752,rereading,remote,community,low,late,west,0
p_013753,rereading,remote,undergraduate,high,early,east,1
